61930352e0f9a3f41d053c5f, of to,and said She wrote be Bates  and too Nothing we I to most information as remained form his whose of has  a But having gates in decided hourly,"[""Men's Accessories"", 'Other Vehicles and Trailers', 'Top Vehicle Makes']",6193032ce0f9a3f41d053c48,23,False,True,6
61930353e0f9a3f41d053c60,penetrate any ,Emma one what  room  Fairfax  of thought for way Well have wrote   not can humanity  and under well said himself whether amiss requires little,"['Boats', 'Powersport Vehicles', 'Jewelry']",6193032ce0f9a3f41d053c48,11,False,True,5
61930353e0f9a3f41d053c61,a impossible to,matters for  of of paper be mortified have was her  soon not disagreement of Knightley could I Mr  joke  recommendations camp a unsuitable She met will,"['Other Vehicles and Trailers', 'Motorcycles', 'Other Vehicles and Trailers']",6193032ce0f9a3f41d053c46,13,False,True,5
61930354e0f9a3f41d053c62,with evening very,table looked led young society purpose of her it not  had cannot most of you cried hastily is visit London you last   even heard school passed and,"['Fashion', 'Automotive Tools & Supplies', ""Women's Shoes""]",6193032ce0f9a3f41d053c40,14,False,"['Mrs_This_', 'an_well_not', 'again_observe_feeling']",6
61930355e0f9a3f41d053c63,How hear But,had his deference so with deal acquainted I long entirely   Mr husband  Churchill My table conceited before   one had any What He this to you,"[""Women's Shoes"", 'Baby Clothing, Shoes, & Accessories', 'Other Vehicles and Trailers']",6193032ce0f9a3f41d053c50,13,False,True,1
61930355e0f9a3f41d053c64, all ,at to song borrowed been you instrument saying that  no are said as  himself Mr such did am ought short hearing  Let obstinate had home inseparably of,"[""Men's Clothing"", 'Motorcycles', 'Auto Parts and Accessories']",6193032ce0f9a3f41d053c4e,30,False,"['principal_had_mean', 'not_to_', '_Mr_and']",6
61930356e0f9a3f41d053c65,such s of,once very necessity presently only  inconvenience thing  remain But s after  I seeming  all will  gave room She have is not of was them there,"['Motorcycles', 'Top Vehicle Makes', 'Powersport Vehicles']",6193032ce0f9a3f41d053c46,23,False,"['but__unreasonable', 'an_well_not', 'principal_had_mean']",6
61930357e0f9a3f41d053c66,wife  Emma,the much evening delightful  suppose  she myself not could s  horse hope occasion letter Elton very  in with  those s at  with admirer Mr,"['Baby Clothing, Shoes, & Accessories', ""Women's Clothing"", 'Jewelry']",6193032ce0f9a3f41d053c44,17,False,True,4
61930357e0f9a3f41d053c67,late on No,resided  in any was not then convinced seemed said very is better like the out the room must Indeed likely hear explains possible even him His  either thing,"[""Kid's Clothing, Shoes, & Accessories"", ""Men's Accessories"", 'Other Vehicles and Trailers']",6193032ce0f9a3f41d053c42,2,False,"['there_to_and', 'parties_distressed_to', 'we_to_its']",1
61930358e0f9a3f41d053c68,and at And,know and subject Bates hour His  confidence the by about Mr  could  completely especially which to of little I his fond friend was could or soon my,"['Other Vehicles and Trailers', ""Women's Shoes"", 'Fashion']",6193032ce0f9a3f41d053c3d,27,False,True,4
61930359e0f9a3f41d053c69,of  on,weeks  her that having too  and was s  see had  been under allow  work be She he then the of from The was hesitation father,"[""Men's Clothing"", 'Other Vehicles and Trailers', 'Top Vehicle Makes']",6193032ce0f9a3f41d053c4f,20,False,True,10
61930359e0f9a3f41d053c6a,first will guess,of present well and said believed pleasant very me  Jane  have now their  that  must forty  that as more it every  in hope the,"['Auto Parts and Accessories', 'Jewelry', 'Jewelry']",6193032ce0f9a3f41d053c3e,17,False,"['hand_there_opinion', 'most__I', 'the_together_to']",6
6193035ae0f9a3f41d053c6b,he  Proof,morning for losing  different perhaps see  hour had say but much truth  friends Fairfax is but  engaged houses as Mr an It the the happened so,"[""Women's Shoes"", 'Baby Clothing, Shoes, & Accessories', ""Women's Shoes""]",6193032ce0f9a3f41d053c4e,25,False,True,7
6193035be0f9a3f41d053c6c, worst already, It so only struggled had to could could not but thinking all laugh her Martin  all to   till told you  especially from I sitting Your,"['Automotive Tools & Supplies', 'Auto Parts and Accessories', 'Jewelry']",6193032ce0f9a3f41d053c41,13,False,"['an_well_not', '_Mr_and', 'principal_had_mean']",10
6193035be0f9a3f41d053c6d,been justify rode,brought that said Very me   the body  of all  he to terror Absence happened feelings shall  no their the not in into for with without,"['Top Vehicle Makes', 'Automotive Tools & Supplies', 'Watches, Parts & Accessories']",6193032ce0f9a3f41d053c3d,13,False,True,9
6193035ce0f9a3f41d053c6e,arrived could this,so on when  them give taken forgive  Nash  it so Mr in did Mr had  tolerably  the to hotter been believe  the I very,"['Auto Parts and Accessories', 'Auto Parts and Accessories', 'Auto Parts and Accessories']",6193032ce0f9a3f41d053c4f,20,False,"['most__I', '_Mr_and', 'principal_had_mean']",8
6193035de0f9a3f41d053c6f,no nothing ,only  Hartfield wish better  perhaps alone about very father she out the good was way home cut drinking just  can in not immediately attention regret that real,"[""Kid's Clothing, Shoes, & Accessories"", ""Men's Clothing"", 'Motorcycles']",6193032ce0f9a3f41d053c3c,24,False,True,3
6193035de0f9a3f41d053c70,untainted dropt would,will myself   formed her only at both in one  Mr but I and  be would acquainted afterwards praised  You to made general all all decorum,"['Other Vehicles and Trailers', 'Baby Clothing, Shoes, & Accessories', 'Motorcycles']",6193032ce0f9a3f41d053c4a,12,False,True,3
6193035ee0f9a3f41d053c71, Mr Campbells,ride never being you mention   on with it was she better the deprived  the them his fortunately visit  though  numerous those  more  ,"[""Kid's Clothing, Shoes, & Accessories"", ""Men's Clothing"", 'Powersport Vehicles']",6193032ce0f9a3f41d053c47,21,False,True,1
6193035fe0f9a3f41d053c72,He  me,not she and be blunders been of him dangerous what when at him thinking a Bates him a should felt the in  father herself say will feeling with after,"[""Men's Shoes"", 'Fashion', ""Women's Accessories""]",6193032ce0f9a3f41d053c39,8,False,"['hand_there_opinion', 'immediately_nor_to', 'not_to_']",6
